content,score,at,content_sentiment,content_sentiment_num,content_sentiment_confidence
Boring. Evil. Toxic. / game. I hate genshin forever. bye bye. 3 Year ago I did answered all feedback in game survey. What did you guys do?. Nothing!. I bet genshin throw people survey on trashbin. Genshin will never listen and do nothing to improve the game. I had enough. Bye Bye.,1,2025-02-09 00:36:22,negative,0,0.788130521774292
the best good experienced,5,2025-02-09 00:31:41,positive,2,0.8715857863426208
This game is so skibidi very good,5,2025-02-09 00:03:53,positive,2,0.9903379678726196
nice,5,2025-02-08 23:53:04,positive,2,0.7540208101272583
This is such a fun game even though my storage is quite a bit full but I still love it!,5,2025-02-08 23:38:13,positive,2,0.9777441620826721
"No words to describe, just love this game 💖💖💖",5,2025-02-08 23:19:25,positive,2,0.9801494479179382
Now love it,5,2025-02-08 23:18:32,positive,2,0.9798868894577026
"This game is just Wow. From the scenery to the animation. You you enjoy anime and you love adventure, Genshin Impact is the game for you. It is the perfect combination of both and it is really enjoyable.",5,2025-02-08 22:59:58,positive,2,0.9931548833847046
"I believe Genshin Impact is one of the greatest games in the world, excellent lore, excellent graphics, and sound effects. Archon Quests has some incredible cut scenes that feel like I am watching an anime. I definitely recommend this app",5,2025-02-08 22:52:22,positive,2,0.9898932576179504
Preety nice experience,5,2025-02-08 22:35:53,positive,2,0.8072497248649597
Its Goddamn great! worth trying!,5,2025-02-08 21:56:09,positive,2,0.9913404583930969
The gacha system is so bad,1,2025-02-08 21:43:22,negative,0,0.8509328961372375
"I'll rate this game normally 5 stars... BUT this game is almost a P2W game!! With a low chance of winning, it is hard to find primos, losing 50/50 WHY??? Hoyo, why are you so GREEDY to this game?? Only if YOU can reduce 1 pull to 100 primos will make the community happy The graphics are nice, and the gameplay was nice. The ONLY problem is the low rewards, lags, and your 'greedyness' That's all... I'm a huge fan of your game... but you made me do this...",1,2025-02-08 21:26:26,negative,0,0.9360227584838867
"I mean, comon' if you hate this game its probably bc your luck is trash or your trash(I'm both) but srsly, 10/10 game, i do wish for a skip dialogue button tho-",5,2025-02-08 21:26:22,negative,0,0.8725824356079102
I love everything about from characters design to story telling and gaming are so good in my opinion but for the gacha system is somewhat disappointing but it alright I guess (too lazy to describe everything),5,2025-02-08 21:23:37,neutral,1,0.753483772277832
"The game is great I like it cus it has unique features, but I hope the that the devs might make it a lot easier to play cus it is pay to win and free to win players r suffering through out their journey to get max and get all the best things and characters but pls make it at least free to play so it will be helpful for the new and f2p players I hope u understand my dear devs",2,2025-02-08 21:10:33,positive,2,0.8319149017333984
Bagus,5,2025-02-08 20:49:30,neutral,1,0.6538358926773071
I have played this game but there is some disadvantage in co-op mode that I don't like but my overall experience is good I hope genshin fix this issue sooner,4,2025-02-08 20:48:26,neutral,1,0.513011634349823
I Really love this game I just brought the poco x7 pro just to play genshin impact 😍❤️,5,2025-02-08 20:47:29,positive,2,0.9903885722160339
Nice game,5,2025-02-08 20:41:51,positive,2,0.870432436466217
Nice to play for,5,2025-02-08 20:20:09,positive,2,0.9834794998168945
"started off nice but they don't care anymore, they copy other games nad make it poorly, make the gameplay annoying and dependent on few characters that are good, very repetitive and bad combat logics on reactions, a lot of luck and money dependent to enjoy the game, because everything they release has strings attached, locked to region, so on so forth",1,2025-02-08 20:13:02,negative,0,0.9957239627838135
Good game and the open world is great,2,2025-02-08 20:09:16,positive,2,0.9581263661384583
"It's great 👍.but there's no ""120 fps"".",4,2025-02-08 19:50:13,positive,2,0.9667787551879883
Best game ever,5,2025-02-08 19:46:49,positive,2,0.915415346622467
Great game,5,2025-02-08 19:45:34,positive,2,0.8912327289581299
"Will be more convenient if they add skip button, i really had to click thousand times for almost 30 minutes when i did the fontaine side quest when im not even invested in the story",5,2025-02-08 19:45:19,negative,0,0.9504281282424927
Story is okay. RPG mechanics solid. I'd guess the rest of the game is only better with 100+ hours in or $1000+ in,3,2025-02-08 19:31:05,positive,2,0.7034481763839722
the best game ever,5,2025-02-08 19:28:33,positive,2,0.8687411546707153
My favourite game one of it .It is best game in 2025 me my friends are playing this game,5,2025-02-08 19:24:27,positive,2,0.9902543425559998
Amoizin,5,2025-02-08 18:56:25,neutral,1,0.4381631910800934
"It's good. One of the best free games out there. However, it would be EVEN BETTER if high-end Android GPUs can support 120 FPS, like Snapdragon 8 Gen 3 which I currently have. Also, this game needs to have CONTROLLER SUPPORT for Android. Many other games have it and I don't understand why Genshin mobile doesn't have this feature. I'm sure majority of the player fanbase would really appreciate having this feature for a much better and ergonomic gameplay experience.",3,2025-02-08 18:51:11,positive,2,0.9224358797073364
It's a great game,5,2025-02-08 18:26:51,positive,2,0.9448753595352173
The game is beautiful. Who made the animation 1000/10.but I give the game a 4 because it's pretty laggy.,4,2025-02-08 18:24:31,neutral,1,0.7319483757019043
Idk what is this? I've never won a single 5050 except one ever since i started playing! I've been loosing ever since I started playing the game!,1,2025-02-08 17:55:27,negative,0,0.8764461278915405
My favorite game,5,2025-02-08 17:52:51,positive,2,0.9512091875076294
Good,5,2025-02-08 17:48:12,positive,2,0.8451585173606873
Genshon in past was boring but after it was hard domains now we have to get do many primos unlike before but it's good for some,4,2025-02-08 17:44:57,neutral,1,0.7183928489685059
"I have been playing this game for about 2 years , But I have no idea why but I'm unable to play it and it says that there exists a bug in the game . Please fix this problem",1,2025-02-08 17:39:45,negative,0,0.9809007048606873
The worst game i had ever played i hate it the rewards are trash the map exploration is the worst the character designs are just made to be attractive and revealing the game constantly glitches and half the time you just listen to a BUNCH of dialogue instead of just playing the game it basically makes you GAMBLE with your real life money if you want to actually get a good character without having to spent at least 10 hours on exploring (so you can get rewards) every day never again it's trash,1,2025-02-08 17:32:18,negative,0,0.9976245760917664
Good,5,2025-02-08 17:12:40,positive,2,0.8451585173606873
It's so fun and it's infinite world full of mystery and unsolved story's its so beautiful world❤️,5,2025-02-08 17:00:48,positive,2,0.9959819316864014
"it will probably be a good game if they just add a skip button. Almost 75% of the main story quests are just cutscenes that no one pay attention to, just add a skip button and this game will be so good.",1,2025-02-08 16:59:27,positive,2,0.9622897505760193
It's good game,5,2025-02-08 16:51:02,positive,2,0.9848840236663818
Nice game.,5,2025-02-08 16:42:52,positive,2,0.9498497843742371
Ilove ghis game very much ! Beat game ive ever played,1,2025-02-08 16:39:19,positive,2,0.9719316363334656
Good,5,2025-02-08 16:36:24,positive,2,0.8451585173606873
I didn't really get to play it it coats to much of my storage,2,2025-02-08 16:28:31,neutral,1,0.6328443884849548
"Nice game, but did so bad on pulling characters. Just deleted it because it's way too toxic, i pulled 150 and only got Jean. Never gonna touch this game again. 1 story takes you about at least half an hour but only gives u a poor amount of stones, I don't see any reason to play this game anymore, i can't gain any positive thing from it. Also I've played 7 accounts, and 3 of them are all above level 40, so I know this is not just me, It's the game just forcing you ti pay.",1,2025-02-08 16:09:57,negative,0,0.9919618964195251
Good,5,2025-02-08 16:09:40,positive,2,0.8451585173606873
It's nice game 🎮,5,2025-02-08 16:02:39,positive,2,0.9694572687149048
I LOVE IT.,5,2025-02-08 15:25:29,positive,2,0.9845947027206421
Oke,4,2025-02-08 15:14:51,neutral,1,0.553966224193573
Please.. kindly give skip option.. ur game story sucks.. iam only here for coop and experience,1,2025-02-08 15:10:58,negative,0,0.9664985537528992
"CS team is frustrating as hell, definitely useless, it's better to just layoff the whole CS team, definitely worst game ever",1,2025-02-08 15:07:03,negative,0,0.9940106272697449
It's really good game to relax and enjoy your time and the story is beautiful,5,2025-02-08 14:54:37,positive,2,0.9924086332321167
Biggest Trash 💢,1,2025-02-08 14:42:39,negative,0,0.9883734583854675
Good,5,2025-02-08 14:39:07,positive,2,0.8451585173606873
I mourn genshin impact after the travesty that was Natlan. What happened to creating interesting and nuanced characters? This game was known for its diversity once upon a time...the new direction has made this game gooner slop and I hate it. Never playing this game again unless they make some drastic changes in their character designs or story.,1,2025-02-08 14:25:40,negative,0,0.9712893962860107
Good Nice,5,2025-02-08 14:16:31,positive,2,0.9245964288711548
Scam game,1,2025-02-08 14:08:23,negative,0,0.9813295602798462
"Great game. However, the difference in generosity of free rewards between genshin and honkai starrail is very different, and often leaves genshin players switching to honkai, overall the game is great, just takes up alot of storage as expected",5,2025-02-08 13:57:19,positive,2,0.5447014570236206
BEST GAME AND ADDICTIVE GAME,5,2025-02-08 13:39:26,positive,2,0.9795002937316895
It good,5,2025-02-08 13:27:41,positive,2,0.8867296576499939
Really nice game. Gives me positive vibes,5,2025-02-08 13:14:48,positive,2,0.9908439517021179
I mean It's alright But not too good,3,2025-02-08 13:13:10,negative,0,0.7351235747337341
My experience in genshin impact was really fun to play and I recommend that you should play it with a friend to have a better experience.,5,2025-02-08 13:03:00,positive,2,0.9665747880935669
the best game I've ever played,5,2025-02-08 13:01:15,positive,2,0.9447153806686401
Best game i have ever played,5,2025-02-08 12:58:21,positive,2,0.958853006362915
An awesome gameplay and experience better graphics and it's fun to play also I really like the game👍,5,2025-02-08 12:50:01,positive,2,0.9937248826026917
Good game,5,2025-02-08 12:05:03,positive,2,0.9216454029083252
I really like this game to much but only one problem of aming,5,2025-02-08 11:59:23,positive,2,0.9832632541656494
"It's great but problem is the storage I had no choice but to delete everything on my phone to free up and have space for genshin and it was painful, losing 50/50 especially if you are an f2p is too much",4,2025-02-08 11:51:03,neutral,1,0.7663398385047913
very good,5,2025-02-08 11:48:24,positive,2,0.9726731181144714
Es un juego muy entretenido la cosa mala es q por solo un deseo tienes que tener 160 protogemas oh tanciquiera aumenten las protogemas en los cofres,2,2025-02-08 11:42:46,neutral,1,0.5316218137741089
"It is a time consuming game indeed. But once your efforts finally paid off you'll enjoy the game. It also has a lot of beautiful stories. I have one problem though. Will you please fix the Dialogue of the characters? Or the voice overs? I think it an error, I can't hear the voice of other characters. This makes the story progress very boring.",4,2025-02-08 11:36:57,negative,0,0.8983345627784729
